"nr_caf";"ds_tipo_area";"ds_tipo_unidade_medida";"nr_area";"cd_municipio";"sg_uf";"nm_municipio";"ds_tipo_localizacao_area";"ds_condicao_dominio";"st_imovel_principal";"nr_latitude";"nr_longitude"
10056;Terra;ha;21.00;"4303202";RS;Cacique Doble;Rural;Proprietário;true;-27.814977099845635;-51.74312174320221
10058;Terra;ha;5.23;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;true;-25.431467;-53.652283
10058;Terra;ha;8.62;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;false;-25.445597;-53.650572
10059;Terra;ha;5.00;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.450641;-53.164247
10060;Terra;ha;17.76;"4322202";RS;Tupanciretã;Rural;Assentado da reforma agrária;true;-28.848291900673214;-53.78005564212799
10061;Terra;ha;15.00;"4312385";RS;Monte Belo do Sul;Rural;Proprietário;false;-29.087363;-51.663344
10061;Terra;ha;2.40;"4312385";RS;Monte Belo do Sul;Rural;Proprietário;true;-29.0873638;-51.663344
10061;Terra;ha;6.12;"4312385";RS;Monte Belo do Sul;Rural;Proprietário;false;-29.0873638;-51.6633444
10062;Terra;ha;26.65;"5208608";GO;Goianésia;Rural;Assentado da reforma agrária;true;-15.332413074689283;-49.27710321166993
10063;Terra;ha;5.00;"4316808";RS;Santa Cruz do Sul;Rural;Comodatário;true;-29.464971273052335;-52.367629820352434
10064;Terra;ha;8.00;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.443636;-53.182517
10064;Terra;ha;3.60;"4315909";RS;Rodeio Bonito;Rural;Proprietário;false;-27.43972;-53.181746
10065;Terra;ha;19.30;"3200102";ES;Afonso Cláudio;Rural;Proprietário;true;-20.114116153286567;-41.20175302488733
10066;Terra;ha;16.71;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;false;-25.458400511252005;-53.698338343933095
10066;Terra;ha;14.99;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;true;-25.459431;-53.693903
10067;Terra;ha;2.00;"2606507";PE;Iati;Rural;Comodatário;true;-9.018306652531114;-36.842758655548096
10068;Terra;ha;2.87;"4318507";RS;São José do Norte;Rural;Proprietário;true;-31.914903;-51.936509
10069;Terra;ha;17.00;"4303202";RS;Cacique Doble;Rural;Proprietário;true;-27.85889539026607;-51.697030663490295
10070;Terra;ha;10.00;"2614105";PE;Sertânia;Rural;Posseiro;true;-8.159019;-37.206875
10071;Terra;ha;3.00;"4315909";RS;Rodeio Bonito;Rural;Arrendatário;true;-27.427554;-53.171183
10073;Terra;ha;25.00;"3204351";ES;Rio Bananal;Rural;Proprietário;true;-19.246421716040967;-40.313719893634094
10073;Terra;ha;2.70;"3204351";ES;Rio Bananal;Rural;Proprietário;false;-19.26213565386;-40.306954979896545
10073;Terra;ha;7.00;"3204351";ES;Rio Bananal;Rural;Proprietário;false;-19.196762311368822;-40.27468532323837
10075;Terra;ha;1.66;"4320206";RS;Seberi;Rural;Arrendatário;true;-27.468307;-53.389998
10076;Terra;ha;6.00;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.455284;-53.14595
10077;Terra;ha;5.00;"5004007";MS;Glória de Dourados;Rural;Arrendatário;true;-22.3703991771524;-54.1692978143692
10078;Terra;ha;6.60;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.499591;-53.170386
10079;Terra;ha;5.80;"4303509";RS;Camaquã;Rural;Parceiro/meeiro;true;-30.668960771036907;-51.92883789539337
10080;Terra;ha;26.50;"4303202";RS;Cacique Doble;Rural;Proprietário;true;-27.778693472690854;-51.689305901527405
10081;Terra;ha;29.13;"5004304";MS;Iguatemi;Rural;Assentado da reforma agrária;true;-23.181611939581224;-54.625526476604996
10082;Terra;ha;3.00;"5004007";MS;Glória de Dourados;Rural;Arrendatário;true;-22.438501387538864;-54.235902428627014
10083;Terra;ha;20.19;"5006606";MS;Ponta Porã;Rural;Assentado da reforma agrária;true;-22.179472;-55.49753
10085;Terra;ha;3.00;"2603900";PE;Carnaíba;Rural;Proprietário;true;-7.840138002192135;-37.783103585243225
10087;Terra;ha;22.00;"4303202";RS;Cacique Doble;Rural;Proprietário;true;-27.747468062262723;-51.68460130691528
10088;Terra;ha;31.00;"4122701";PR;Sabáudia;Rural;Proprietário;true;-23.298690581103852;-51.53883814538198
10088;Terra;ha;9.68;"4122701";PR;Sabáudia;Rural;Proprietário;false;-23.299533063609275;-51.55104835064293
10088;Terra;ha;7.67;"4119657";PR;Pitangueiras;Rural;Proprietário;false;-23.250658376970268;-51.575761293554415
10089;Terra;ha;19.00;"2107902";MA;Passagem Franca;Rural;Comodatário;true;-5.985199876805564;-43.727685279328256
10090;Terra;ha;5.00;"2504157";PB;Casserengue;Rural;Parceiro/meeiro;true;-6.7359532;-35.8265897
10091;Terra;ha;3.06;"2607703";PE;Itapetim;Rural;Posseiro;true;-7.308656;-37.245144
10093;Terra;ha;12.00;"4308201";RS;Flores da Cunha;Rural;Proprietário;true;-28.954113;-51.212881
10093;Terra;ha;31.80;"4308201";RS;Flores da Cunha;Rural;Proprietário;false;-28.949881;-51.224388
10095;Terra;ha;28.00;"4305306";RS;Chapada;Rural;Proprietário;false;-27.997803;-53.0392
10095;Terra;ha;16.00;"4312955";RS;Nova Boa Vista;Rural;Proprietário;true;-27.982628;-53.036814
10095;Terra;ha;9.90;"4312955";RS;Nova Boa Vista;Rural;Proprietário;false;-28.021283;-52.933822
10096;Terra;ha;8.51;"2610509";PE;Passira;Rural;Proprietário;true;-7.959733;-35.462344
10097;Terra;ha;12.00;"2607505";PE;Itaíba;Rural;Posseiro;true;-8.975145616278908;-37.36357390880585
10098;Terra;ha;2.04;"2616001";PE;Venturosa;Rural;Posseiro;true;-8.609225;-36.7689916666667
10099;Terra;ha;12.00;"4303202";RS;Cacique Doble;Rural;Comodatário;false;-27.830129544747493;-51.68960630893707
10099;Terra;ha;3.35;"4303202";RS;Cacique Doble;Rural;Proprietário;false;-27.831059354147513;-51.68696701526642
10099;Terra;ha;12.50;"4303202";RS;Cacique Doble;Rural;Proprietário;true;-27.82504865984337;-51.67265474796295
10101;Terra;ha;2.10;"5300108";DF;Brasília;Rural;Posseiro;true;-15.613271317313208;-48.047516494989395
10102;Terra;ha;10.50;"4315909";RS;Rodeio Bonito;Rural;Arrendatário;true;-27.425411;-53.139665
10103;Terra;ha;4.73;"2607703";PE;Itapetim;Rural;Proprietário;true;-7.366111;-37.139722
10104;Terra;ha;26.62;"4104451";PR;Cantagalo;Rural;Arrendatário;true;-25.413664;-52.116517
10106;Terra;ha;5.02;"2605103";PE;Custódia;Rural;Proprietário;true;-8.136389;-37.7425
10107;Terra;ha;12.05;"5003108";MS;Corguinho;Rural;Assentado da reforma agrária;true;-19.495212;-55.110887
10108;Terra;ha;10.24;"4320206";RS;Seberi;Rural;Proprietário;false;-27.56379;-53.340227
10108;Terra;ha;6.72;"4320206";RS;Seberi;Rural;Proprietário;true;-27.56469;-53.340573
10109;Terra;ha;1.00;"3160306";MG;Santo Antônio do Jacinto;Rural;Comodatário;true;-16.49226286918582;-40.305260016182764
10110;Terra;ha;9.16;"5006002";MS;Nova Alvorada do Sul;Rural;Assentado da reforma agrária;true;-21.69198572723673;-53.90748739242554
