Cod_IBGE,Região,UF,Município,Cadinsan_absoluto_com_PBF,Cadinsan_absoluto_sem_PBF,Cadastros_Cadunico,Cadinsan_proporcional_com_PBF,Cadinsan_proporcional_sem_PBF
3112406,Sudeste,Minas Gerais,Capetinga,51,62,736,"6,9%","8,4%"
3121902,Sudeste,Minas Gerais,Divinésia,51,70,539,"9,5%","13,0%"
3129707,Sudeste,Minas Gerais,Ibiraci,51,64,977,"5,2%","6,6%"
3131604,Sudeste,Minas Gerais,Iraí de Minas,51,64,677,"7,5%","9,5%"
3157708,Sudeste,Minas Gerais,Santa Juliana,51,69,883,"5,8%","7,8%"
3167707,Sudeste,Minas Gerais,Sobrália,51,140,709,"7,2%","19,7%"
3201704,Sudeste,Espírito Santo,Conceição do Castelo,51,97,985,"5,2%","9,8%"
3204955,Sudeste,Espírito Santo,São Roque do Canaã,51,120,1021,"5,0%","11,8%"
3525607,Sudeste,São Paulo,João Ramalho,51,56,411,"12,4%","13,6%"
4108650,Sul,Paraná,Goioxim,51,151,875,"5,8%","17,3%"
4202503,Sul,Santa Catarina,Bom Jardim da Serra,51,63,474,"10,8%","13,3%"
4312450,Sul,Rio Grande do Sul,Morro Redondo,51,111,752,"6,8%","14,8%"
4319158,Sul,Rio Grande do Sul,São Miguel das Missões,51,180,593,"8,6%","30,4%"
5202353,Centro-Oeste,Goiás,Arenópolis,51,101,527,"9,7%","19,2%"
5211701,Centro-Oeste,Goiás,Jandaia,51,91,519,"9,8%","17,5%"
5219738,Centro-Oeste,Goiás,Santo Antônio de Goiás,51,159,1000,"5,1%","15,9%"
1711100,Norte,Tocantins,Itaporã do Tocantins,50,164,397,"12,6%","41,3%"
2204204,Nordeste,Piauí,Francisco Santos,50,313,1371,"3,6%","22,8%"
2401651,Nordeste,Rio Grande do Norte,Bodó,50,105,656,"7,6%","16,0%"
3117801,Sudeste,Minas Gerais,Conceição dos Ouros,50,118,1012,"4,9%","11,7%"
3125903,Sudeste,Minas Gerais,Ferros,50,191,892,"5,6%","21,4%"
3133006,Sudeste,Minas Gerais,Itamonte,50,117,1272,"3,9%","9,2%"
3150703,Sudeste,Minas Gerais,Pirajuba,50,130,585,"8,5%","22,2%"
3152131,Sudeste,Minas Gerais,Ponto Chique,50,141,493,"10,1%","28,6%"
3200136,Sudeste,Espírito Santo,Águia Branca,50,141,952,"5,3%","14,8%"
3524204,Sudeste,São Paulo,Jaborandi,50,130,772,"6,5%","16,8%"
3526605,Sudeste,São Paulo,Lavrinhas,50,73,703,"7,1%","10,4%"
3555109,Sudeste,São Paulo,Tupi Paulista,50,131,794,"6,3%","16,5%"
4101002,Sul,Paraná,Ampére,50,113,1423,"3,5%","7,9%"
4111407,Sul,Paraná,Ivaí,50,121,1251,"4,0%","9,7%"
4123956,Sul,Paraná,Santa Mônica,50,83,473,"10,6%","17,5%"
4128559,Sul,Paraná,Vera Cruz do Oeste,50,69,895,"5,6%","7,7%"
4305173,Sul,Rio Grande do Sul,Cerro Grande do Sul,50,155,753,"6,6%","20,6%"
4316105,Sul,Rio Grande do Sul,Ronda Alta,50,120,897,"5,6%","13,4%"
4323457,Sul,Rio Grande do Sul,Vila Nova do Sul,50,223,703,"7,1%","31,7%"
5206701,Centro-Oeste,Goiás,Damianópolis,50,120,584,"8,6%","20,5%"
5211305,Centro-Oeste,Goiás,Itarumã,50,117,900,"5,6%","13,0%"
1101559,Norte,Rondônia,Teixeirópolis,49,205,577,"8,5%","35,5%"
1703826,Norte,Tocantins,Cachoeirinha,49,92,402,"12,2%","22,9%"
1703867,Norte,Tocantins,Cariri do To- cantins,49,133,635,"7,7%","20,9%"
1715259,Norte,Tocantins,Novo Jardim,49,246,522,"9,4%","47,1%"
2104073,Nordeste,Maranhão,Feira Nova do Maranhão,49,274,1316,"3,7%","20,8%"
2109759,Nordeste,Maranhão,Santa Filomena do Maranhão,49,187,954,"5,1%","19,6%"
2203404,Nordeste,Piauí,Dom Expedito Lopes,49,323,1384,"3,5%","23,3%"
2301505,Nordeste,Ceará,Arneiroz,49,196,845,"5,8%","23,2%"
2414308,Nordeste,Rio Grande do Norte,Timbaúba dos Batistas,49,117,358,"13,7%","32,7%"
2502052,Nordeste,Paraíba,Bernardino Batista,49,67,712,"6,9%","9,4%"
2514651,Nordeste,Paraíba,São José do Brejo do Cruz,49,35,348,"14,1%","10,1%"
2806503,Nordeste,Sergipe,Santa Rosa de Lima,49,120,653,"7,5%","18,4%"
3111705,Sudeste,Minas Gerais,Canaã,49,161,642,"7,6%","25,1%"
3122603,Sudeste,Minas Gerais,Dom Joaquim,49,93,520,"9,4%","17,9%"
3130606,Sudeste,Minas Gerais,Inconfidentes,49,120,1003,"4,9%","12,0%"
3131406,Sudeste,Minas Gerais,Ipiaçu,49,105,512,"9,6%","20,5%"
3144508,Sudeste,Minas Gerais,Nazareno,49,95,620,"7,9%","15,3%"
3159506,Sudeste,Minas Gerais,Santa Rita do Itueto,49,169,697,"7,0%","24,2%"
3161304,Sudeste,Minas Gerais,São Francisco de Sales,49,97,627,"7,8%","15,5%"
3545407,Sudeste,São Paulo,Salto Grande,49,81,671,"7,3%","12,1%"
3547007,Sudeste,São Paulo,Santa Maria da Serra,49,60,563,"8,7%","10,7%"
3556800,Sudeste,São Paulo,Viradouro,49,68,923,"5,3%","7,4%"
4110300,Sul,Paraná,Inajá,49,69,462,"10,6%","14,9%"
4305009,Sul,Rio Grande do Sul,Catuípe,49,123,631,"7,8%","19,5%"
4310405,Sul,Rio Grande do Sul,Independência,49,65,690,"7,1%","9,4%"
5105580,Centro-Oeste,Mato Grosso,Marcelândia,49,229,1631,"3,0%","14,0%"
5203962,Centro-Oeste,Goiás,Buritinópolis,49,129,592,"8,3%","21,8%"
5212055,Centro-Oeste,Goiás,Jesúpolis,49,92,459,"10,7%","20,0%"
5213707,Centro-Oeste,Goiás,Montes Claros de Goiás,49,83,849,"5,8%","9,8%"
1713700,Norte,Tocantins,Monte Santo do Tocantins,48,173,446,"10,8%","38,8%"
1718659,Norte,Tocantins,Rio da Con- ceição,48,159,331,"14,5%","48,0%"
2201739,Nordeste,Piauí,Betânia do Piauí,48,241,930,"5,2%","25,9%"
2402402,Nordeste,Rio Grande do Norte,Carnaúba dos Dantas,48,170,1057,"4,5%","16,1%"
2414456,Nordeste,Rio Grande do Norte,Triunfo Potiguar,48,151,851,"5,6%","17,7%"
2513968,Nordeste,Paraíba,São Domingos,48,125,519,"9,2%","24,1%"
3114105,Sudeste,Minas Gerais,Carmo de Minas,48,147,1234,"3,9%","11,9%"
3117876,Sudeste,Minas Gerais,Confins,48,87,456,"10,5%","19,1%"
3124807,Sudeste,Minas Gerais,Estrela do Sul,48,83,603,"8,0%","13,8%"
3125507,Sudeste,Minas Gerais,São Gonçalo do Rio Preto,48,75,506,"9,5%","14,8%"
3137106,Sudeste,Minas Gerais,Lagamar,48,97,684,"7,0%","14,2%"
3138708,Sudeste,Minas Gerais,Luminárias,48,130,806,"6,0%","16,1%"
3202603,Sudeste,Espírito Santo,Iconha,48,143,982,"4,9%","14,6%"
3503406,Sudeste,São Paulo,Arealva,48,71,964,"5,0%","7,4%"
3525805,Sudeste,São Paulo,Júlio Mesquita,48,86,398,"12,1%","21,6%"
3536604,Sudeste,São Paulo,Paulo de Faria,48,172,721,"6,7%","23,9%"
3550506,Sudeste,São Paulo,São Pedro do Turvo,48,138,856,"5,6%","16,1%"
4108700,Sul,Paraná,Grandes Rios,48,97,658,"7,3%","14,7%"
4203402,Sul,Santa Catarina,Campo Belo do Sul,48,101,708,"6,8%","14,3%"
4308805,Sul,Rio Grande do Sul,General Câmara,48,91,952,"5,0%","9,6%"
4313490,Sul,Rio Grande do Sul,Novo Barreiro,48,103,466,"10,3%","22,1%"
5105234,Centro-Oeste,Mato Grosso,Lambari D’Oeste,48,104,706,"6,8%","14,7%"
5107776,Centro-Oeste,Mato Grosso,Santa Terezinha,48,283,1222,"3,9%","23,2%"
5107792,Centro-Oeste,Mato Grosso,Santo Antônio do Leste,48,65,479,"10,0%","13,6%"
5108352,Centro-Oeste,Mato Grosso,Vale de São Domingos,48,71,474,"10,1%","15,0%"
5203575,Centro-Oeste,Goiás,Bonópolis,48,120,663,"7,2%","18,1%"
5210307,Centro-Oeste,Goiás,Israelândia,48,118,461,"10,4%","25,6%"
5215504,Centro-Oeste,Goiás,Ouvidor,48,85,1101,"4,4%","7,7%"
5221502,Centro-Oeste,Goiás,Turvânia,48,88,569,"8,4%","15,5%"
1718451,Norte,Tocantins,Pugmil,47,139,364,"12,9%","38,2%"
1721257,Norte,Tocantins,Tupirama,47,75,283,"16,6%","26,5%"
2307205,Nordeste,Ceará,Jati,47,250,1162,"4,0%","21,5%"
2503753,Nordeste,Paraíba,Cajazeirinhas,47,79,981,"4,8%","8,1%"
2504355,Nordeste,Paraíba,Caturité,47,292,1241,"3,8%","23,5%"
2514404,Nordeste,Paraíba,São José de Espinharas,47,166,743,"6,3%","22,3%"
3108206,Sudeste,Minas Gerais,Bonfinópolis de Minas,47,93,611,"7,7%","15,2%"
3109105,Sudeste,Minas Gerais,Bueno Brandão,47,133,1493,"3,1%","8,9%"
3109253,Sudeste,Minas Gerais,Bugre,47,132,711,"6,6%","18,6%"
3130051,Sudeste,Minas Gerais,Icaraí de Minas,47,283,1478,"3,2%","19,1%"
3139250,Sudeste,Minas Gerais,Mamonas,47,259,837,"5,6%","30,9%"
3155207,Sudeste,Minas Gerais,Rio Espera,47,87,425,"11,1%","20,5%"
3155405,Sudeste,Minas Gerais,Rio Novo,47,71,837,"5,6%","8,5%"
3160009,Sudeste,Minas Gerais,Santo Antônio do Aventureiro,47,65,445,"10,6%","14,6%"
3160603,Sudeste,Minas Gerais,Santo Hipólito,47,54,420,"11,2%","12,9%"
3161403,Sudeste,Minas Gerais,São Francisco do Glória,47,115,664,"7,1%","17,3%"
3165404,Sudeste,Minas Gerais,Sapucaí-Mirim,47,137,912,"5,2%","15,0%"
3523800,Sudeste,São Paulo,Itobi,47,67,579,"8,1%","11,6%"
3532702,Sudeste,São Paulo,Nipoã,47,68,467,"10,1%","14,6%"
4108908,Sul,Paraná,Guairaçá,47,92,651,"7,2%","14,1%"
4128534,Sul,Paraná,Ventania,47,88,739,"6,4%","11,9%"
4300059,Sul,Rio Grande do Sul,Água Santa,47,69,247,"19,0%","27,9%"
4323101,Sul,Rio Grande do Sul,Vicente Dutra,47,141,674,"7,0%","20,9%"
5104542,Centro-Oeste,Mato Grosso,Itanhangá,47,115,719,"6,5%","16,0%"
5210802,Centro-Oeste,Goiás,Itajá,47,85,818,"5,7%","10,4%"
5215256,Centro-Oeste,Goiás,Novo Planalto,47,134,765,"6,1%","17,5%"
1706258,Norte,Tocantins,Crixás do Tocantins,46,100,331,"13,9%","30,2%"
2105807,Nordeste,Maranhão,Lago do Junco,46,192,1026,"4,5%","18,7%"
2210631,Nordeste,Piauí,Sebastião Leal,46,214,883,"5,2%","24,2%"
2409605,Nordeste,Rio Grande do Norte,Pedra Preta,46,88,471,"9,8%","18,7%"
2703502,Nordeste,Alagoas,Jacuípe,46,246,1178,"3,9%","20,9%"
3107901,Sudeste,Minas Gerais,Bom Repouso,46,117,1352,"3,4%","8,7%"
3120201,Sudeste,Minas Gerais,Cristais,46,94,936,"4,9%","10,0%"
3123106,Sudeste,Minas Gerais,Dores de Gua- nhães,46,131,618,"7,4%","21,2%"
3150539,Sudeste,Minas Gerais,Pingo-d’Água,46,135,754,"6,1%","17,9%"
3152709,Sudeste,Minas Gerais,Prados,46,106,786,"5,9%","13,5%"
3155009,Sudeste,Minas Gerais,Rio Doce,46,52,377,"12,2%","13,8%"
3165008,Sudeste,Minas Gerais,São Tiago,46,143,949,"4,8%","15,1%"
3166204,Sudeste,Minas Gerais,Senhora dos Remédios,46,221,960,"4,8%","23,0%"
3503000,Sudeste,São Paulo,Aramina,46,65,383,"12,0%","17,0%"
3505807,Sudeste,São Paulo,Bastos,46,168,1462,"3,1%","11,5%"
3511201,Sudeste,São Paulo,Catiguá,46,73,561,"8,2%","13,0%"
3521408,Sudeste,São Paulo,Iracemápolis,46,68,779,"5,9%","8,7%"
3525508,Sudeste,São Paulo,Joanópolis,46,74,1058,"4,3%","7,0%"
3536000,Sudeste,São Paulo,Parapuã,46,153,865,"5,3%","17,7%"
3556107,Sudeste,São Paulo,Valentim Gentil,46,106,1195,"3,8%","8,9%"
4103370,Sul,Paraná,Brasilândia do Sul,46,59,413,"11,1%","14,3%"
4115606,Sul,Paraná,Matelândia,46,75,1010,"4,6%","7,4%"
4120333,Sul,Paraná,Prado Ferreira,46,61,455,"10,1%","13,4%"
4124004,Sul,Paraná,Santana do Itararé,46,81,662,"6,9%","12,2%"
4124806,Sul,Paraná,São João,46,88,896,"5,1%","9,8%"
4216305,Sul,Santa Catarina,São João Batista,46,99,1553,"3,0%","6,4%"
4303400,Sul,Rio Grande do Sul,Caiçara,46,107,449,"10,2%","23,8%"
4304689,Sul,Rio Grande do Sul,Capela de Santana,46,55,980,"4,7%","5,6%"
4311122,Sul,Rio Grande do Sul,Jaquirana,46,53,525,"8,8%","10,1%"
4322533,Sul,Rio Grande do Sul,Vale do Sol,46,139,777,"5,9%","17,9%"
5208103,Centro-Oeste,Goiás,Formoso,46,128,666,"6,9%","19,2%"
5209150,Centro-Oeste,Goiás,Gouvelândia,46,107,571,"8,1%","18,7%"
5210562,Centro-Oeste,Goiás,Itaguari,46,101,732,"6,3%","13,8%"
1712454,Norte,Tocantins,Luzinópolis,45,124,455,"9,9%","27,3%"
2112001,Nordeste,Maranhão,Tasso Fragoso,45,155,1210,"3,7%","12,8%"
2202075,Nordeste,Piauí,Cajazeiras do Piauí,45,134,462,"9,7%","29,0%"
2406809,Nordeste,Rio Grande do Norte,Lajes Pintadas,45,197,947,"4,8%","20,8%"
2408508,Nordeste,Rio Grande do Norte,Ouro Branco,45,208,1103,"4,1%","18,9%"
3102001,Sudeste,Minas Gerais,Alterosa,45,242,1196,"3,8%","20,2%"
3102050,Sudeste,Minas Gerais,Alto Caparaó,45,124,879,"5,1%","14,1%"
3135407,Sudeste,Minas Gerais,Jeceaba,45,88,449,"10,0%","19,6%"
3136959,Sudeste,Minas Gerais,Juvenília,45,193,1016,"4,4%","19,0%"
3145372,Sudeste,Minas Gerais,Novorizonte,45,168,725,"6,2%","23,2%"
3504800,Sudeste,São Paulo,Bálsamo,45,68,670,"6,7%","10,1%"
3506805,Sudeste,São Paulo,Bocaina,45,55,724,"6,2%","7,6%"
3540853,Sudeste,São Paulo,Pracinha,45,48,316,"14,2%","15,2%"
3550902,Sudeste,São Paulo,São Simão,45,61,750,"6,0%","8,1%"
3551108,Sudeste,São Paulo,Sarapuí,45,79,728,"6,2%","10,9%"
3556602,Sudeste,São Paulo,Vera Cruz,45,71,695,"6,5%","10,2%"
4126306,Sul,Paraná,Sengés,45,108,1583,"2,8%","6,8%"
4128633,Sul,Paraná,Doutor Ulysses,45,187,879,"5,1%","21,3%"
4206306,Sul,Santa Catarina,Guabiruba,45,67,824,"5,5%","8,1%"
4212205,Sul,Santa Catarina,Papanduva,45,82,827,"5,4%","9,9%"
4218251,Sul,Santa Catarina,Timbó Grande,45,72,920,"4,9%","7,8%"
4304002,Sul,Rio Grande do Sul,Campo Novo,45,74,385,"11,7%","19,2%"
4306056,Sul,Rio Grande do Sul,Cristal,45,100,716,"6,3%","14,0%"
4311155,Sul,Rio Grande do Sul,Jóia,45,123,583,"7,7%","21,1%"
5100359,Centro-Oeste,Mato Grosso,Alto Boa Vista,45,101,752,"6,0%","13,4%"
5222203,Centro-Oeste,Goiás,Vila Boa,45,132,918,"4,9%","14,4%"
5222302,Centro-Oeste,Goiás,Vila Propício,45,112,718,"6,3%","15,6%"
1720937,Norte,Tocantins,Taipas do Tocantins,44,89,262,"16,8%","34,0%"
2410504,Nordeste,Rio Grande do Norte,Rafael Fernan- des,44,127,814,"5,4%","15,6%"
2512606,Nordeste,Paraíba,Quixaba,44,73,390,"11,3%","18,7%"
3102506,Sudeste,Minas Gerais,Amparo do Serra,44,116,622,"7,1%","18,6%"
3104809,Sudeste,Minas Gerais,Augusto de Lima,44,82,442,"10,0%","18,6%"
3120706,Sudeste,Minas Gerais,Cruzeiro da Fortaleza,44,54,584,"7,5%","9,2%"
3129103,Sudeste,Minas Gerais,Gurinhatã,44,129,782,"5,6%","16,5%"
3500550,Sudeste,São Paulo,Águas de Santa Bárbara,44,96,586,"7,5%","16,4%"
3514601,Sudeste,São Paulo,Dumont,44,64,589,"7,5%","10,9%"
3516903,Sudeste,São Paulo,General Salgado,44,103,590,"7,5%","17,5%"
3519253,Sudeste,São Paulo,Iaras,44,77,800,"5,5%","9,6%"
3528601,Sudeste,São Paulo,Manduri,44,86,764,"5,8%","11,3%"
3545506,Sudeste,São Paulo,Sandovalina,44,55,443,"9,9%","12,4%"
4103404,Sul,Paraná,Cafeara,44,56,294,"15,0%","19,0%"
4106308,Sul,Paraná,Corbélia,44,81,1259,"3,5%","6,4%"
4107256,Sul,Paraná,Douradina,44,62,562,"7,8%","11,0%"
4300307,Sul,Rio Grande do Sul,Alecrim,44,111,804,"5,5%","13,8%"
4306007,Sul,Rio Grande do Sul,Crissiumal,44,88,1176,"3,7%","7,5%"
4311759,Sul,Rio Grande do Sul,Manoel Viana,44,101,649,"6,8%","15,6%"
5007307,Centro-Oeste,Mato Grosso do Sul,Rio Negro,44,123,866,"5,1%","14,2%"
5106240,Centro-Oeste,Mato Grosso,Nova Ubiratã,44,73,808,"5,4%","9,0%"
5106281,Centro-Oeste,Mato Grosso,Novo São Joaquim,44,115,847,"5,2%","13,6%"
5107206,Centro-Oeste,Mato Grosso,Rio Branco,44,69,558,"7,9%","12,4%"
5209408,Centro-Oeste,Goiás,Guarani de Goiás,44,99,765,"5,8%","12,9%"
5221007,Centro-Oeste,Goiás,Taquaral de Goiás,44,91,550,"8,0%","16,5%"
1704600,Norte,Tocantins,Chapada de Areia,43,109,316,"13,6%","34,5%"
1708304,Norte,Tocantins,Goianorte,43,454,894,"4,8%","50,8%"
1717206,Norte,Tocantins,Piraquê,43,184,485,"8,9%","37,9%"
1718709,Norte,Tocantins,Rio dos Bois,43,149,426,"10,1%","35,0%"
2411106,Nordeste,Rio Grande do Norte,Ruy Barbosa,43,77,359,"12,0%","21,4%"
2413805,Nordeste,Rio Grande do Norte,Taboleiro Grande,43,181,570,"7,5%","31,8%"
2505303,Nordeste,Paraíba,Curral Velho,43,115,383,"11,2%","30,0%"
2513943,Nordeste,Paraíba,São Domingos do Cariri,43,97,454,"9,5%","21,4%"
2513984,Nordeste,Paraíba,São Francisco,43,87,622,"6,9%","14,0%"
2514602,Nordeste,Paraíba,São José do Bonfim,43,107,893,"4,8%","12,0%"
3109501,Sudeste,Minas Gerais,Cabo Verde,43,84,980,"4,4%","8,6%"
3111903,Sudeste,Minas Gerais,Cana Verde,43,74,507,"8,5%","14,6%"
3113909,Sudeste,Minas Gerais,Carmo da Cachoeira,43,74,1099,"3,9%","6,7%"
3127339,Sudeste,Minas Gerais,Gameleiras,43,104,729,"5,9%","14,3%"
3127354,Sudeste,Minas Gerais,Glaucilândia,43,163,574,"7,5%","28,4%"
3158508,Sudeste,Minas Gerais,Santana de Pirapama,43,161,742,"5,8%","21,7%"
3159100,Sudeste,Minas Gerais,Santana dos Montes,43,75,377,"11,4%","19,9%"
3159357,Sudeste,Minas Gerais,Santa Rita de Minas,43,119,699,"6,2%","17,0%"
3170057,Sudeste,Minas Gerais,Ubaporanga,43,213,1210,"3,6%","17,6%"
3170438,Sudeste,Minas Gerais,União de Minas,43,64,590,"7,3%","10,8%"
3511904,Sudeste,São Paulo,Clementina,43,87,513,"8,4%","17,0%"
3514502,Sudeste,São Paulo,Duartina,43,85,921,"4,7%","9,2%"
3532801,Sudeste,São Paulo,Nova Aliança,43,70,424,"10,1%","16,5%"
3546504,Sudeste,São Paulo,Santa Ernestina,43,70,423,"10,2%","16,5%"
3549607,Sudeste,São Paulo,São José do Barreiro,43,81,696,"6,2%","11,6%"
3553609,Sudeste,São Paulo,Tapiratiba,43,78,952,"4,5%","8,2%"
4103479,Sul,Paraná,Cafezal do Sul,43,88,479,"9,0%","18,4%"
4107306,Sul,Paraná,Doutor Camargo,43,66,618,"7,0%","10,7%"
4113908,Sul,Paraná,Mallet,43,111,801,"5,4%","13,9%"
4119202,Sul,Paraná,Pinhalão,43,93,817,"5,3%","11,4%"
4120655,Sul,Paraná,Quarto Cente- nário,43,55,414,"10,4%","13,3%"
4122701,Sul,Paraná,Sabáudia,43,48,634,"6,8%","7,6%"
4125209,Sul,Paraná,São Jorge d’Oeste,43,56,599,"7,2%","9,3%"
4207908,Sul,Santa Catarina,Irineópolis,43,124,728,"5,9%","17,0%"
4316006,Sul,Rio Grande do Sul,Rolante,43,106,1108,"3,9%","9,6%"
4316709,Sul,Rio Grande do Sul,Santa Bárbara do Sul,43,73,635,"6,8%","11,5%"
5107743,Centro-Oeste,Mato Grosso,Santa Cruz do Xingu,43,86,377,"11,4%","22,8%"
5200852,Centro-Oeste,Goiás,Americano do Brasil,43,92,650,"6,6%","14,2%"
1101807,Norte,Rondônia,Vale do Paraíso,42,148,550,"7,6%","26,9%"
1712801,Norte,Tocantins,Maurilândia do Tocantins,42,258,538,"7,8%","48,0%"
2205359,Nordeste,Piauí,João Costa,42,109,514,"8,2%","21,2%"
2515930,Nordeste,Paraíba,Sertãozinho,42,257,887,"4,7%","29,0%"
2900603,Nordeste,Bahia,Aiquara,42,246,939,"4,5%","26,2%"
3102407,Sudeste,Minas Gerais,Alvorada de Minas,42,141,813,"5,2%","17,3%"
3103603,Sudeste,Minas Gerais,Arantina,42,65,482,"8,7%","13,5%"
3115458,Sudeste,Minas Gerais,Catuji,42,210,1249,"3,4%","16,8%"
3120003,Sudeste,Minas Gerais,Córrego Novo,42,78,384,"10,9%","20,3%"
3138682,Sudeste,Minas Gerais,Luislândia,42,277,1159,"3,6%","23,9%"
3140605,Sudeste,Minas Gerais,Materlândia,42,151,817,"5,1%","18,5%"
3143005,Sudeste,Minas Gerais,Monte Belo,42,102,1040,"4,0%","9,8%"
3150406,Sudeste,Minas Gerais,Piedade dos Gerais,42,170,777,"5,4%","21,9%"
3157278,Sudeste,Minas Gerais,Santa Bárbara do Monte Verde,42,48,382,"11,0%","12,6%"
3504305,Sudeste,São Paulo,Avaí,42,60,559,"7,5%","10,7%"
3518859,Sudeste,São Paulo,Guatapará,42,55,626,"6,7%","8,8%"
3534757,Sudeste,São Paulo,Ouroeste,42,75,562,"7,5%","13,3%"
3535903,Sudeste,São Paulo,Paranapuã,42,78,467,"9,0%","16,7%"
3557204,Sudeste,São Paulo,Chavantes,42,85,845,"5,0%","10,1%"
4108320,Sul,Paraná,Francisco Alves,42,89,578,"7,3%","15,4%"
4111001,Sul,Paraná,Itambaracá,42,98,692,"6,1%","14,2%"
4112900,Sul,Paraná,Jundiaí do Sul,42,56,531,"7,9%","10,5%"
4126702,Sul,Paraná,Tamboara,42,76,492,"8,5%","15,4%"
4311718,Sul,Rio Grande do Sul,Maçambará,42,60,594,"7,1%","10,1%"
5106216,Centro-Oeste,Mato Grosso,Nova Canaã do Norte,42,101,1172,"3,6%","8,6%"
5213053,Centro-Oeste,Goiás,Mimoso de Goiás,42,130,604,"7,0%","21,5%"
1712504,Norte,Tocantins,Marianópolis do Tocantins,41,136,610,"6,7%","22,3%"
1718550,Norte,Tocantins,Riachinho,41,217,684,"6,0%","31,7%"
2510501,Nordeste,Paraíba,Olivedos,41,68,727,"5,6%","9,4%"
3110103,Sudeste,Minas Gerais,Caiana,41,97,735,"5,6%","13,2%"
3110301,Sudeste,Minas Gerais,Caldas,41,124,1049,"3,9%","11,8%"
3111002,Sudeste,Minas Gerais,Campestre,41,109,1357,"3,0%","8,0%"
3111507,Sudeste,Minas Gerais,Campos Altos,41,95,697,"5,9%","13,6%"
3118106,Sudeste,Minas Gerais,Congonhas do Norte,41,121,597,"6,9%","20,3%"
3130507,Sudeste,Minas Gerais,Ilicínea,41,69,1069,"3,8%","6,5%"
3136603,Sudeste,Minas Gerais,Nova União,41,69,626,"6,5%","11,0%"
3160108,Sudeste,Minas Gerais,Santo Antônio do Grama,41,60,343,"12,0%","17,5%"
3166956,Sudeste,Minas Gerais,Serranópolis de Minas,41,81,429,"9,6%","18,9%"
3202009,Sudeste,Espírito Santo,Dores do Rio Preto,41,99,829,"4,9%","11,9%"
3552601,Sudeste,São Paulo,Tabapuã,41,64,758,"5,4%","8,4%"
4105003,Sul,Paraná,Catanduvas,41,93,1071,"3,8%","8,7%"
4111555,Sul,Paraná,Ivaté,41,130,714,"5,7%","18,2%"
4121109,Sul,Paraná,Quinta do Sol,41,68,498,"8,2%","13,7%"
4321451,Sul,Rio Grande do Sul,Teutônia,41,63,1120,"3,7%","5,6%"
5004403,Centro-Oeste,Mato Grosso do Sul,Inocência,41,54,685,"6,0%","7,9%"
5102686,Centro-Oeste,Mato Grosso,Campos de Júlio,41,83,895,"4,6%","9,3%"
5204557,Centro-Oeste,Goiás,Caldazinha,41,77,554,"7,4%","13,9%"
5206909,Centro-Oeste,Goiás,Davinópolis,41,60,339,"12,1%","17,7%"
5219506,Centro-Oeste,Goiás,Santa Rosa de Goiás,41,97,442,"9,3%","21,9%"
5219712,Centro-Oeste,Goiás,Santo Antônio da Barra,41,67,490,"8,4%","13,7%"
1712702,Norte,Tocantins,Mateiros,40,161,432,"9,3%","37,3%"
2404705,Nordeste,Rio Grande do Norte,Ipanguaçu,40,150,980,"4,1%","15,3%"
2415008,Nordeste,Rio Grande do Norte,Vila Flor,40,23,428,"9,3%","5,4%"
3120508,Sudeste,Minas Gerais,Cristina,40,89,812,"4,9%","11,0%"
3128600,Sudeste,Minas Gerais,Guarda-Mor,40,89,639,"6,3%","13,9%"
3149002,Sudeste,Minas Gerais,Pedra Dourada,40,74,503,"8,0%","14,7%"
3158409,Sudeste,Minas Gerais,Santana de Cataguases,40,83,481,"8,3%","17,3%"
3165206,Sudeste,Minas Gerais,São Tomé das Letras,40,72,613,"6,5%","11,7%"
3501400,Sudeste,São Paulo,Álvaro de Carvalho,40,46,360,"11,1%","12,8%"
3501806,Sudeste,São Paulo,Américo de Campos,40,66,628,"6,4%","10,5%"
3509957,Sudeste,São Paulo,Canas,40,49,555,"7,2%","8,8%"
3511508,Sudeste,São Paulo,Cerquilho,40,70,1118,"3,6%","6,3%"
3532900,Sudeste,São Paulo,Nova Europa,40,84,669,"6,0%","12,6%"
3553906,Sudeste,São Paulo,Tarabai,40,83,460,"8,7%","18,0%"
4102208,Sul,Paraná,Atalaia,40,49,542,"7,4%","9,0%"
4110409,Sul,Paraná,Indianópolis,40,53,420,"9,5%","12,6%"
4115457,Sul,Paraná,Marquinho,40,85,518,"7,7%","16,4%"
4116307,Sul,Paraná,Munhoz de Melo,40,59,645,"6,2%","9,1%"
4117453,Sul,Paraná,Ouro Verde do Oeste,40,45,519,"7,7%","8,7%"
4120408,Sul,Paraná,Presidente Cas- telo Branco,40,52,391,"10,2%","13,3%"
4126108,Sul,Paraná,São Tomé,40,64,490,"8,2%","13,1%"
4201950,Sul,Santa Catarina,Balneário Arroio do Silva,40,117,1379,"2,9%","8,5%"
4208500,Sul,Santa Catarina,Ituporanga,40,75,789,"5,1%","9,5%"
4213807,Sul,Santa Catarina,Praia Grande,40,64,672,"6,0%","9,5%"
4217600,Sul,Santa Catarina,Siderópolis,40,65,669,"6,0%","9,7%"
4302600,Sul,Rio Grande do Sul,Braga,40,72,406,"9,9%","17,7%"
4308409,Sul,Rio Grande do Sul,Formigueiro,40,114,671,"6,0%","17,0%"
4310009,Sul,Rio Grande do Sul,Ibirubá,40,60,934,"4,3%","6,4%"
